"Tabela 4 - Vitaminas na composição de alimentos por 100 gramas de parte comestível",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"(continuação)"
"Código e descrição do alimento ",,"Código e descrição da preparação",,"Reti-
nol
(mcg)","Vitami-
na A
(RAE)
(mcg)","Tiami-
na
(mg)","Ribofla-
vina
(mg)","Niaci-
na
(mg)","Niaci-
na
(NE)
(mg)","Pirido-
xina
(mg)","Coba-
lami-
na
(mcg)","Folato
(DFE)
(mcg)","Vitami-
na D
(mcg)","Vitami-
na E
6503401,"Macarrão ",5,"Frito(a)","-","-","0,27","0,14","1,69","3,07","0,05","-","123,30","-","0,33","-"
6503401,"Macarrão ",6,"Empanado(a)/à milanesa","-","-","0,27","0,14","1,69","3,07","0,05","-","123,30","-","0,33","-"
6503401,"Macarrão ",7,"Refogado(a)","-","-","0,27","0,14","1,69","3,07","0,05","-","123,30","-","0,33","-"
6503401,"Macarrão ",8,"Molho vermelho","11,37","21,88","0,16","0,09","1,16","1,95","0,08","0,00","68,66","0,02","0,43","10,67"
6503401,"Macarrão ",9,"Molho branco","20,27","21,08","0,24","0,15","1,45","2,83","0,05","0,09","102,24","0,23","0,11","0,00"
6503401,"Macarrão ",10,"Ao alho e óleo","-","-","0,27","0,14","1,69","3,07","0,05","-","123,30","-","0,33","-"
6503401,"Macarrão ",11,"Com manteiga/óleo","22,67","23,11","0,27","0,14","1,69","3,08","0,05","0,01","123,40","0,05","0,14","-"
6503401,"Macarrão ",12,"Ao vinagrete","-","-","0,27","0,14","1,69","3,07","0,05","-","123,30","-","0,06","-"
6503401,"Macarrão ",13,"Ensopado","-","-","0,27","0,14","1,69","3,07","0,05","-","123,30","-","0,33","-"
6503401,"Macarrão ",15,"Sopa","-","-","0,27","0,14","1,69","3,07","0,05","-","123,30","-","0,06","-"
6503401,"Macarrão ",99,"Não se aplica","-","-","0,27","0,14","1,69","3,07","0,05","-","123,30","-","0,06","-"
6503501,"Purê de batata",99,"Não se aplica","35,45","36,28","0,09","0,03","1,15","1,66","0,24","0,05","8,40","0,16","0,17","6,42"
6503601,"Bife vegetal",99,"Não se aplica","-","-","0,22","0,19","2,91","6,75","0,36","4,36","18,55","-","0,40","-"
6503603,"Carne vegetal",5,"Frito(a)","-","-","0,22","0,19","2,91","6,75","0,36","4,36","18,55","-","0,40","-"
6503604,"Pasta de soja",99,"Não se aplica","-","-","0,10","0,04","0,25","1,66","0,01","-","46,00","-","0,19","-"
6503605,"Carne de soja",99,"Não se aplica","-","-","0,22","0,19","2,91","6,75","0,36","4,36","18,55","-","0,40","-"
6503702,"Amendoim moído",99,"Não se aplica","-","-","0,64","0,14","12,07","16,23","0,35","-","240,00","-","8,33","-"
6504101,"Granola ",99,"Não se aplica","-","0,29","0,32","0,55","1,80","3,97","0,10","0,29","16,00","-","1,16","0,60"
6504601,"Musli",99,"Não se aplica","-","0,29","0,32","0,55","1,80","3,97","0,10","0,29","16,00","-","1,16","0,60"
6504701,"Mix de cereais",99,"Não se aplica","-","0,29","0,32","0,55","1,80","3,97","0,10","0,29","16,00","-","1,16","0,60"
6504801,"Miojo",99,"Não se aplica","33,88","33,49","0,20","0,20","1,13","2,45","0,06","0,21","81,11","0,37","0,43","0,09"
6504802,"Macarrão instantâneo",99,"Não se aplica","33,88","33,49","0,20","0,20","1,13","2,45","0,06","0,21","81,11","0,37","0,43","0,09"
6505101,"Sustagem",99,"Não se aplica","716,63","716,69","0,74","0,37","12,59","18,24","1,02","1,88","394,37","1,53","8,33","37,04"
6505601,"Proteína de soja",99,"Não se aplica","-","-","0,22","0,19","2,91","6,75","0,36","4,36","18,55","-","0,40","-"
6505603,"Proteína vegetal",99,"Não se aplica","-","-","0,22","0,19","2,91","6,75","0,36","4,36","18,55","-","0,40","-"
6505701,"Complemento alimentar de qualquer sabor",99,"Não se aplica","716,63","716,69","0,74","0,37","12,59","18,24","1,02","1,88","394,37","1,53","8,33","37,04"
6505902,"Sucrilhos de milho light",99,"Não se aplica","-","15,00","0,76","1,02","11,04","-","2,25","-","-","-","-","-"
6506003,"Mini pizza semipronta light",4,"Assado(a)","51,25","57,59","0,33","0,36","2,57","7,26","0,10","0,90","93,33","0,08","0,55","2,17"
6506302,"Macarrão instantâneo light",15,"Sopa","33,88","33,49","0,20","0,20","1,13","2,45","0,06","0,21","81,11","0,37","0,43","0,09"
6506302,"Macarrão instantâneo light",99,"Não se aplica","33,88","33,49","0,20","0,20","1,13","2,45","0,06","0,21","81,11","0,37","0,43","0,09"
6506401,"Proteína de soja orgânica",99,"Não se aplica","-","-","0,22","0,19","2,91","6,75","0,36","4,36","18,55","-","0,40","-"
6573225,"Macarrão com carne",99,"Não se aplica","-","12,71","0,16","0,10","1,61","2,64","0,09","0,27","69,11","0,05","0,34","8,94"
6573226,"Macarrão com peixe",99,"Não se aplica","6,50","6,50","0,18","0,13","1,93","4,88","0,15","1,26","66,15","0,55","0,60","-"
"Cocos, castanhas e nozes",,,,,,,,,,,,,,,
6600101,"Coco-da-baía (seco ou verde)",99,"Não se aplica","-","-","0,07","0,02","0,54","1,19","0,05","-","26,00","-","-","3,30"
6600301,"Castanha portuguesa",99,"Não se aplica","-","-","0,15","0,10","0,73","1,10","0,23","-","38,00","-","0,18","26,70"
6600401,"Pinhão",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","-","27,69"
6600501,"Amêndoa",99,"Não se aplica","-","0,25","0,24","0,81","3,93","7,13","0,13","-","29,00","-","25,87","-"
6600601,"Avelã",99,"Não se aplica","-","1,04","0,64","0,11","1,80","5,02","0,56","-","113,00","-","15,03","6,30"
6600701,"Castanha-do-pará",99,"Não se aplica","-","-","0,62","0,04","0,30","2,65","0,10","-","22,00","-","5,73","0,70"
6600801,"Castanha de caju",99,"Não se aplica","-","-","0,20","0,20","1,40","5,35","0,26","-","69,00","-","0,92","-"
6600912,"Butiá",99,"Não se aplica","30,00","-","0,04","0,04","0,50","-","-","-","-","-","-","33,00"
6601108,"Tucumã",99,"Não se aplica","5170,00","-","-","-","-","-","-","-","-","-","-","-"
6601208,"Coco de mucajá",99,"Não se aplica","-","510,00","0,11","0,11","-","-","0,03","-","-","-","-","13,44"
6601501,"Noz (nogueira)",99,"Não se aplica","-","1,00","0,34","0,15","1,13","3,96","0,54","-","98,00","-","0,70","1,30"
6601706,"Açaí ",99,"Não se aplica","11,80","-","0,36","0,01","0,40","-","-","-","-","-","-","9,00"
6601707,"Juçara",99,"Não se aplica","11,80","-","0,36","0,01","0,40","-","-","-","-","-","-","9,00"
6601709,"Uaçaí",99,"Não se aplica","11,80","-","0,36","0,01","0,40","-","-","-","-","-","-","9,00"
6601712,"Jussara",99,"Não se aplica","11,80","-","0,36","0,01","0,40","-","-","-","-","-","-","9,00"
6601805,"Pupunha",99,"Não se aplica","-","-","0,01","0,06","0,44","0,82","0,02","-","39,00","-","0,50","7,90"
6601902,"Bacaba",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","-","-"
6601904,"Bacabuçu",99,"Não se aplica","-","-","-","-","-","-","-","-","-","-","-","-"
6602001,"Castanha-da-índia",99,"Não se aplica","-","-","0,62","0,04","0,30","2,65","0,10","-","22,00","-","5,73","0,70"
6602201,"Pistache",99,"Não se aplica","-","27,67","0,87","0,16","1,30","5,85","1,70","-","51,00","-","2,30","5,00"
6602301,"Buriti ",99,"Não se aplica","4104,00","-","0,03","0,23","0,70","-","-","-","-","-","-","26,00"
6602401,"Coco ",99,"Não se aplica","-","-","0,07","0,02","0,54","1,19","0,05","-","26,00","-","-","3,30"
6602601,"Patauá ",99,"Não se aplica","30,00","-","0,04","0,04","0,50","-","-","-","-","-","-","33,00"
"Hortaliças folhosas, frutosas e outras",,,,,,,,,,,,,,,
6700101,"Alface",99,"Não se aplica","-","370,25","0,07","0,08","0,38","0,53","0,09","-","38,00","-","0,31","18,00"
6700201,"Bertalha",7,"Refogado(a)","-","524,00","0,10","0,24","0,49","1,16","0,24","-","146,00","-","2,31","9,80"
6700301,"Chicória",1,"Cru(a)","-","108,33","0,08","0,08","0,40","0,48","0,02","-","142,00","-","0,44","6,50"
6700301,"Chicória",2,"Cozido(a)","-","681,08","0,05","0,07","0,50","0,88","0,14","-","13,00","-","1,14","41,00"
6700301,"Chicória",7,"Refogado(a)","-","681,08","0,05","0,07","0,50","0,88","0,14","-","13,00","-","1,14","41,00"
6700301,"Chicória",12,"Ao vinagrete","-","681,08","0,05","0,07","0,50","0,88","0,14","-","13,00","-","1,14","41,00"
6700304,"Escarola",99,"Não se aplica","-","80,00","0,09","0,09","0,46","0,63","0,02","-","119,00","-","0,97","5,02"
6700501,"Couve",1,"Cru(a)","-","333,42","0,05","0,13","0,74","1,26","0,17","-","166,00","-","2,26","35,30"
6700501,"Couve",2,"Cozido(a)","-","405,75","0,04","0,11","0,58","1,03","0,13","-","93,00","-","0,88","18,20"
6700501,"Couve",5,"Frito(a)","-","405,75","0,04","0,11","0,58","1,03","0,13","-","93,00","-","1,10","18,20"
6700501,"Couve",7,"Refogado(a)","-","405,75","0,04","0,11","0,58","1,03","0,13","-","93,00","-","1,10","18,20"
6700501,"Couve",8,"Molho vermelho","-","328,08","0,04","0,10","0,66","1,05","0,12","-","76,60","-","0,99","15,96"
6700501,"Couve",10,"Ao alho e óleo","-","405,75","0,04","0,11","0,58","1,03","0,13","-","93,00","-","1,10","18,20"
6700501,"Couve",11,"Com manteiga/óleo","16,70","422,78","0,04","0,11","0,58","1,03","0,13","0,00","93,08","0,04","0,94","18,20"
6700501,"Couve",12,"Ao vinagrete","-","405,75","0,04","0,11","0,58","1,03","0,13","-","93,00","-","0,88","18,20"
6700501,"Couve",13,"Ensopado","-","405,75","0,04","0,11","0,58","1,03","0,13","-","93,00","-","1,10","18,20"
6700501,"Couve",14,"Mingau","-","405,75","0,04","0,11","0,58","1,03","0,13","-","93,00","-","0,88","18,20"
6700501,"Couve",99,"Não se aplica","-","405,75","0,04","0,11","0,58","1,03","0,13","-","93,00","-","0,88","18,20"
6700601,"Couve-flor",1,"Cru(a)","-","0,58","0,04","0,05","0,41","0,81","0,17","-","44,00","-","0,07","44,30"
6700601,"Couve-flor",2,"Cozido(a)","-","0,58","0,04","0,05","0,41","0,81","0,17","-","44,00","-","0,07","44,30"
6700601,"Couve-flor",5,"Frito(a)","-","0,58","0,04","0,05","0,41","0,81","0,17","-","44,00","-","0,41","44,30"
6700601,"Couve-flor",6,"Empanado(a)/à milanesa","20,36","20,94","0,14","0,14","0,97","1,83","0,15","0,17","53,01","0,16","0,83","31,32"
6700601,"Couve-flor",7,"Refogado(a)","-","0,58","0,04","0,05","0,41","0,81","0,17","-","44,00","-","0,41","44,30"
6700601,"Couve-flor",12,"Ao vinagrete","-","0,58","0,04","0,05","0,41","0,81","0,17","-","44,00","-","0,07","44,30"
6700601,"Couve-flor",99,"Não se aplica","-","0,58","0,04","0,05","0,41","0,81","0,17","-","44,00","-","0,07","44,30"
6700701,"Espinafre",1,"Cru(a)","-","524,00","0,10","0,24","0,49","1,16","0,24","-","146,00","-","2,08","9,80"
6700701,"Espinafre",2,"Cozido(a)","-","524,00","0,10","0,24","0,49","1,16","0,24","-","146,00","-","2,08","9,80"
6700701,"Espinafre",7,"Refogado(a)","-","524,00","0,10","0,24","0,49","1,16","0,24","-","146,00","-","2,31","9,80"
6700701,"Espinafre",12,"Ao vinagrete","-","524,00","0,10","0,24","0,49","1,16","0,24","-","146,00","-","2,08","9,80"
6700701,"Espinafre",99,"Não se aplica","-","524,00","0,10","0,24","0,49","1,16","0,24","-","146,00","-","2,08","9,80"
6700801,"Mostarda (verdura)",1,"Cru(a)","-","525,00","0,08","0,11","0,80","1,30","0,18","-","187,00","-","2,01","70,00"
6700801,"Mostarda (verdura)",2,"Cozido(a)","-","316,17","0,04","0,06","0,43","0,85","0,10","-","73,00","-","1,21","25,30"
6700801,"Mostarda (verdura)",7,"Refogado(a)","-","316,17","0,04","0,06","0,43","0,85","0,10","-","73,00","-","1,51","25,30"
6700801,"Mostarda (verdura)",99,"Não se aplica","-","316,17","0,04","0,06","0,43","0,85","0,10","-","73,00","-","1,21","25,30"
6700901,"Repolho",1,"Cru(a)","-","4,88","0,06","0,04","0,23","0,42","0,12","-","43,00","-","0,15","36,60"
6700901,"Repolho",2,"Cozido(a)","-","4,00","0,06","0,04","0,25","0,43","0,11","-","30,00","-","0,14","37,50"
6700901,"Repolho",5,"Frito(a)","-","4,00","0,06","0,04","0,25","0,43","0,11","-","30,00","-","0,39","37,50"
6700901,"Repolho",7,"Refogado(a)","-","4,00","0,06","0,04","0,25","0,43","0,11","-","30,00","-","0,39","37,50"
6700901,"Repolho",9,"Molho branco","-","4,00","0,06","0,04","0,25","0,43","0,11","-","30,00","-","0,14","37,50"
6700901,"Repolho",10,"Ao alho e óleo","-","4,00","0,06","0,04","0,25","0,43","0,11","-","30,00","-","0,39","37,50"
6700901,"Repolho",12,"Ao vinagrete","-","4,00","0,06","0,04","0,25","0,43","0,11","-","30,00","-","0,14","37,50"
6700901,"Repolho",13,"Ensopado","-","4,00","0,06","0,04","0,25","0,43","0,11","-","30,00","-","0,39","37,50"
6700901,"Repolho",15,"Sopa","-","33,48","0,03","0,03","0,51","0,67","0,04","0,02","9,28","-","0,20","2,10"
6700901,"Repolho",99,"Não se aplica","-","4,00","0,06","0,04","0,25","0,43","0,11","-","30,00","-","0,14","37,50"
6701101,"Cebolinha",99,"Não se aplica","-","200,00","0,07","0,14","0,20","0,53","0,06","-","14,00","-","0,21","45,60"
6701301,"Agrião",1,"Cru(a)","-","118,67","0,04","0,09","0,31","0,31","0,07","-","97,00","-","0,43","15,00"
6701301,"Agrião",2,"Cozido(a)","-","159,50","0,09","0,12","0,20","0,70","0,13","-","9,00","-","1,00","30,00"
6701301,"Agrião",12,"Ao vinagrete","-","159,50","0,09","0,12","0,20","0,70","0,13","-","9,00","-","1,00","30,00"
6701301,"Agrião",13,"Ensopado","23,16","183,12","0,09","0,12","0,20","0,71","0,13","0,01","9,10","0,05","1,08","30,00"
6701301,"Agrião",99,"Não se aplica","-","118,67","0,04","0,09","0,31","0,31","0,07","-","97,00","-","0,43","15,00"
6701401,"Taioba",1,"Cru(a)","-","580,00","-","0,10","-","-","0,10","-","-","-","-","17,90"
6701401,"Taioba",2,"Cozido(a)","-","405,75","0,04","0,11","0,58","1,03","0,13","-","93,00","-","0,88","18,20"
6701401,"Taioba",7,"Refogado(a)","-","405,75","0,04","0,11","0,58","1,03","0,13","-","93,00","-","1,10","18,20"
6701501,"Acelga",1,"Cru(a)","-","305,79","0,04","0,09","0,40","0,68","0,10","-","14,00","-","1,89","30,00"
6701501,"Acelga",2,"Cozido(a)","-","13,46","0,04","0,04","0,50","0,75","0,18","-","53,00","-","0,12","15,80"
6701501,"Acelga",7,"Refogado(a)","-","13,46","0,04","0,04","0,50","0,75","0,18","-","53,00","-","0,43","15,80"
6701501,"Acelga",99,"Não se aplica","-","305,79","0,04","0,09","0,40","0,68","0,10","-","14,00","-","1,89","30,00"
6701505,"Beterraba branca (acelga) ",2,"Cozido(a)","-","13,46","0,04","0,04","0,50","0,75","0,18","-","53,00","-","0,12","15,80"
6701601,"Almeirão",1,"Cru(a)","-","108,33","0,08","0,08","0,40","0,48","0,02","-","142,00","-","0,44","6,50"
6701601,"Almeirão",2,"Cozido(a)","-","80,00","0,09","0,09","0,46","0,63","0,02","-","119,00","-","0,65","5,02"
6701601,"Almeirão",7,"Refogado(a)","-","80,00","0,09","0,09","0,46","0,63","0,02","-","119,00","-","0,97","5,02"
6701601,"Almeirão",12,"Ao vinagrete","-","80,00","0,09","0,09","0,46","0,63","0,02","-","119,00","-","0,65","5,02"
6701602,"Radite",1,"Cru(a)","-","108,33","0,08","0,08","0,40","0,48","0,02","-","142,00","-","0,44","6,50"
6701602,"Radite",7,"Refogado(a)","-","80,00","0,09","0,09","0,46","0,63","0,02","-","119,00","-","0,97","5,02"
6701602,"Radite",12,"Ao vinagrete","-","80,00","0,09","0,09","0,46","0,63","0,02","-","119,00","-","0,65","5,02"
6701704,"Brócolis",1,"Cru(a)","-","31,17","0,07","0,12","0,64","1,19","0,18","-","63,00","-","1,44","89,20"
6701704,"Brócolis",2,"Cozido(a)","-","77,42","0,06","0,12","0,55","1,07","0,20","-","108,00","-","2,02","64,90"
6701704,"Brócolis",6,"Empanado(a)/à milanesa","19,76","57,72","0,16","0,20","1,18","2,04","0,13","0,13","88,12","0,15","2,03","31,69"
6701704,"Brócolis",7,"Refogado(a)","-","77,42","0,06","0,12","0,55","1,07","0,20","-","108,00","-","2,29","64,90"
6701704,"Brócolis",10,"Ao alho e óleo","-","77,42","0,06","0,12","0,55","1,07","0,20","-","108,00","-","2,29","64,90"
6701704,"Brócolis",12,"Ao vinagrete","-","77,42","0,06","0,12","0,55","1,07","0,20","-","108,00","-","2,02","64,90"
6701704,"Brócolis",99,"Não se aplica","-","77,42","0,06","0,12","0,55","1,07","0,20","-","108,00","-","2,02","64,90"
6701801,"Serralha",1,"Cru(a)","-","524,00","0,10","0,24","0,49","1,16","0,24","-","146,00","-","2,08","9,80"
6701801,"Serralha",2,"Cozido(a)","-","524,00","0,10","0,24","0,49","1,16","0,24","-","146,00","-","2,08","9,80"
6701801,"Serralha",7,"Refogado(a)","-","524,00","0,10","0,24","0,49","1,16","0,24","-","146,00","-","2,31","9,80"
6701901,"Caruru",2,"Cozido(a)","-","405,75","0,04","0,11","0,58","1,03","0,13","-","93,00","-","0,88","18,20"
6701906,"Cuxá",99,"Não se aplica","-","405,75","0,04","0,11","0,58","1,03","0,13","-","93,00","-","0,88","18,20"
6701907,"Vinagreira ",99,"Não se aplica","-","405,75","0,04","0,11","0,58","1,03","0,13","-","93,00","-","0,88","18,20"
6701913,"Cariru",99,"Não se aplica","-","405,75","0,04","0,11","0,58","1,03","0,13","-","93,00","-","0,88","18,20"
6702001,"Rúcula",99,"Não se aplica","-","118,67","0,04","0,09","0,31","0,31","0,07","-","97,00","-","0,43","15,00"
6702105,"Jambu",99,"Não se aplica","392,00","-","0,03","0,21","1,00","-","-","-","-","-","-","20,00"
6702201,"Língua de vaca (verdura)",1,"Cru(a)","-","333,42","0,05","0,13","0,74","1,26","0,17","-","166,00","-","2,26","35,30"
6702301,"Alcachofra",99,"Não se aplica","-","0,67","0,05","0,09","1,11","1,11","0,08","-","89,00","-","0,19","7,40"
6702501,"Bredo",99,"Não se aplica","-","405,75","0,04","0,11","0,58","1,03","0,13","-","93,00","-","0,88","18,20"
6702604,"Salsão (aipo)",7,"Refogado(a)","-","26,08","0,04","0,05","0,32","0,50","0,09","-","22,00","-","0,35","6,10"
6702801,"Erva-doce",99,"Não se aplica","-","6,67","0,01","0,03","0,64","0,64","0,05","-","27,00","-","0,02","12,00"
6703003,"Folha de aipim",1,"Cru(a)","-","333,42","0,05","0,13","0,74","1,26","0,17","-","166,00","-","2,26","35,30"
6703004,"Folha de macaxeira",2,"Cozido(a)","-","405,75","0,04","0,11","0,58","1,03","0,13","-","93,00","-","0,88","18,20"
6703101,"Broto de feijão",1,"Cru(a)","2,00","1,00","0,08","0,12","0,75","1,37","0,09","-","61,00","-","0,10","13,20"
6703101,"Broto de feijão",2,"Cozido(a)","-","0,67","0,05","0,10","0,82","1,28","0,05","-","29,00","-","0,37","11,40"
6703306,"Moranga",2,"Cozido(a)","-","249,58","0,03","0,08","0,41","0,56","0,04","-","9,00","-","0,80","4,70"
6703306,"Moranga",7,"Refogado(a)","-","249,58","0,03","0,08","0,41","0,56","0,04","-","9,00","-","0,97","4,70"
6703306,"Moranga",13,"Ensopado","-","249,58","0,03","0,08","0,41","0,56","0,04","-","9,00","-","0,97","4,70"
6703306,"Moranga",99,"Não se aplica","-","249,58","0,03","0,08","0,41","0,56","0,04","-","9,00","-","0,80","4,70"
6703701,"Abobrinha",1,"Cru(a)","-","10,00","0,05","0,14","0,49","0,67","0,22","-","29,00","-","0,12","17,00"
6703701,"Abobrinha",2,"Cozido(a)","-","10,58","0,04","0,04","0,51","0,65","0,07","-","20,00","-","0,14","5,50"
6703701,"Abobrinha",3,"Grelhado(a)/brasa/churrasco","-","10,58","0,04","0,04","0,51","0,65","0,07","-","20,00","-","0,14","5,50"
6703701,"Abobrinha",4,"Assado(a)","-","10,58","0,04","0,04","0,51","0,65","0,07","-","20,00","-","0,14","5,50"
6703701,"Abobrinha",5,"Frito(a)","-","10,58","0,04","0,04","0,51","0,65","0,07","-","20,00","-","0,37","5,50"
6703701,"Abobrinha",6,"Empanado(a)/à milanesa","23,07","10,58","0,19","0,18","1,39","0,65","0,08","0,21","20,00","0,24","0,80","2,84"
6703701,"Abobrinha",7,"Refogado(a)","-","10,58","0,04","0,04","0,51","0,65","0,07","-","20,00","-","0,37","5,50"
6703701,"Abobrinha",13,"Ensopado","-","10,58","0,04","0,04","0,51","0,65","0,07","-","20,00","-","0,37","5,50"
6703805,"Jerimum",1,"Cru(a)","-","249,58","0,03","0,08","0,41","0,56","0,04","-","9,00","-","0,80","4,70"
6703805,"Jerimum",2,"Cozido(a)","-","249,58","0,03","0,08","0,41","0,56","0,04","-","9,00","-","0,80","4,70"
6703901,"Abóbora",1,"Cru(a)","-","249,58","0,03","0,08","0,41","0,56","0,04","-","9,00","-","0,80","4,70"
6703901,"Abóbora",2,"Cozido(a)","-","249,58","0,03","0,08","0,41","0,56","0,04","-","9,00","-","0,80","4,70"
6703901,"Abóbora",4,"Assado(a)","-","249,58","0,03","0,08","0,41","0,56","0,04","-","9,00","-","0,80","4,70"
6703901,"Abóbora",5,"Frito(a)","-","249,58","0,03","0,08","0,41","0,56","0,04","-","9,00","-","0,97","4,70"
6703901,"Abóbora",7,"Refogado(a)","-","249,58","0,03","0,08","0,41","0,56","0,04","-","9,00","-","0,97","4,70"
6703901,"Abóbora",8,"Molho vermelho","-","203,15","0,03","0,08","0,53","0,68","0,06","-","9,40","-","0,92","5,16"
6703901,"Abóbora",13,"Ensopado","-","249,58","0,03","0,08","0,41","0,56","0,04","-","9,00","-","0,97","4,70"
6703901,"Abóbora",15,"Sopa","-","33,48","0,03","0,03","0,51","0,67","0,04","0,02","9,28","-","0,20","2,10"
6703901,"Abóbora",99,"Não se aplica","-","249,58","0,03","0,08","0,41","0,56","0,04","-","9,00","-","0,80","4,70"
6704001,"Pépino",99,"Não se aplica","-","5,29","0,03","0,03","0,10","0,18","0,04","-","7,00","-","0,03","2,80"
6704101,"Chuchu",1,"Cru(a)","-","-","0,03","0,04","0,42","0,55","0,12","-","18,00","-","0,12","8,00"
6704101,"Chuchu",2,"Cozido(a)","-","-","0,03","0,04","0,42","0,55","0,12","-","18,00","-","0,12","8,00"
6704101,"Chuchu",4,"Assado(a)","-","-","0,03","0,05","0,53","0,55","0,11","-","18,00","-","0,38","7,80"
6704101,"Chuchu",7,"Refogado(a)","-","-","0,03","0,04","0,42","0,55","0,12","-","18,00","-","0,38","8,00"
6704101,"Chuchu",8,"Molho vermelho","-","3,48","0,03","0,05","0,53","0,67","0,11","-","16,60","-","0,38","7,80"
6704101,"Chuchu",10,"Ao alho e óleo","-","-","0,03","0,04","0,42","0,55","0,12","-","18,00","-","0,38","8,00"
6704101,"Chuchu",12,"Ao vinagrete","-","-","0,03","0,04","0,42","0,55","0,12","-","18,00","-","0,12","8,00"
6704101,"Chuchu",13,"Ensopado","-","-","0,03","0,04","0,42","0,55","0,12","-","18,00","-","0,38","8,00"
6704101,"Chuchu",15,"Sopa","-","33,48","0,03","0,03","0,51","0,67","0,04","0,02","9,28","-","0,20","2,10"
6704201,"Jiló",1,"Cru(a)","-","14,17","0,13","0,06","0,87","1,14","0,19","-","46,00","-","0,27","16,30"
6704201,"Jiló",2,"Cozido(a)","-","14,17","0,13","0,06","0,87","1,14","0,19","-","46,00","-","0,27","16,30"
6704201,"Jiló",4,"Assado(a)","-","14,17","0,13","0,06","0,87","1,14","0,19","-","46,00","-","0,27","16,30"
6704201,"Jiló",5,"Frito(a)","-","14,17","0,13","0,06","0,87","1,14","0,19","-","46,00","-","0,50","16,30"
6704201,"Jiló",7,"Refogado(a)","-","14,17","0,13","0,06","0,87","1,14","0,19","-","46,00","-","0,50","16,30"
6704201,"Jiló",11,"Com manteiga/óleo","19,83","34,39","0,13","0,06","0,87","1,15","0,19","0,01","46,09","0,04","0,34","16,30"
6704201,"Jiló",13,"Ensopado","-","14,17","0,13","0,06","0,87","1,14","0,19","-","46,00","-","0,50","16,30"
6704201,"Jiló",99,"Não se aplica","-","14,17","0,13","0,06","0,87","1,14","0,19","-","46,00","-","0,27","16,30"
6704301,"Maxixe",1,"Cru(a)","-","3,00","0,06","0,02","-","-","0,04","-","-","-","-","9,60"
6704301,"Maxixe",2,"Cozido(a)","-","-","0,03","-","0,38","0,42","0,03","-","4,00","-","0,39","10,50"
6704301,"Maxixe",7,"Refogado(a)","-","-","0,03","-","0,38","0,42","0,03","-","4,00","-","0,63","10,50"
6704301,"Maxixe",13,"Ensopado","-","-","0,03","-","0,38","0,42","0,03","-","4,00","-","0,63","10,50"
6704306,"Pepininho (maxixe)",2,"Cozido(a)","-","-","0,03","-","0,38","0,42","0,03","-","4,00","-","0,39","10,50"
6704306,"Pepininho (maxixe)",12,"Ao vinagrete","-","-","0,03","-","0,38","0,42","0,03","-","4,00","-","0,39","10,50"
6704401,"Palmito in natura",1,"Cru(a)","-","-","0,01","0,06","0,44","0,82","0,02","-","39,00","-","0,50","7,90"
6704401,"Palmito in natura",2,"Cozido(a)","-","-","0,01","0,06","0,44","0,82","0,02","-","39,00","-","0,50","7,90"
6704401,"Palmito in natura",7,"Refogado(a)","-","-","0,01","0,06","0,44","0,82","0,02","-","39,00","-","0,50","7,90"
6704401,"Palmito in natura",13,"Ensopado","-","-","0,01","0,06","0,44","0,82","0,02","-","39,00","-","0,50","7,90"
6704409,"Guariroba (palmito in natura)",2,"Cozido(a)","-","-","0,01","0,06","0,44","0,82","0,02","-","39,00","-","0,50","7,90"
6704409,"Guariroba (palmito in natura)",7,"Refogado(a)","-","-","0,01","0,06","0,44","0,82","0,02","-","39,00","-","0,50","7,90"
