" Tabela 3 - Minerais na composição de alimentos por 100 gramas de parte comestível",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"(continuação)"
"Código e descrição do alimento ",,"Código e descrição da preparação",,"Cálcio 
(mg)","Mag-
nésio 
(mg)","Man-
ganês 
(mg)","Fósforo 
(mg)","Ferro 
(mg)","Sódio 
(mg)","Sódio 
de 
adição 
(mg)","Potás-
sio
(mg)","Co-
bre 
(mg)","Zinco
(mg)","Selê-
nio
(mcg)"
"Cereais e leguminosas",,,,,,,,,,,,,,
7100501,"Patinho",5,"Frito(a)","4,00","26,00","0,02","226,00","3,32","45,00","333,00","334,00","0,12","4,56","35,57"
7100501,"Patinho",6,"Empanado(a)/à milanesa","4,00","26,00","0,02","226,00","3,32","45,00","333,00","334,00","0,12","4,56","35,57"
7100501,"Patinho",8,"Molho vermelho","5,80","24,00","0,04","186,00","2,86","140,80","333,00","333,40","0,12","3,69","26,44"
7100501,"Patinho",13,"Ensopado","4,00","26,00","0,02","226,00","3,32","45,00","333,00","334,00","0,12","4,56","35,57"
7100502,"Cabeça de lombo (carne bovina)",2,"Cozido(a)","4,00","26,00","0,02","226,00","3,32","45,00","333,00","334,00","0,12","4,56","33,00"
7100502,"Cabeça de lombo (carne bovina)",3,"Grelhado(a)/brasa/churrasco","4,00","26,00","0,02","226,00","3,32","45,00","333,00","334,00","0,12","4,56","33,00"
7100502,"Cabeça de lombo (carne bovina)",4,"Assado(a)","4,00","26,00","0,02","226,00","3,32","45,00","333,00","334,00","0,12","4,56","33,00"
7100502,"Cabeça de lombo (carne bovina)",5,"Frito(a)","4,00","26,00","0,02","226,00","3,32","45,00","333,00","334,00","0,12","4,56","35,57"
7100502,"Cabeça de lombo (carne bovina)",6,"Empanado(a)/à milanesa","4,00","26,00","0,02","226,00","3,32","45,00","333,00","334,00","0,12","4,56","35,57"
7100502,"Cabeça de lombo (carne bovina)",7,"Refogado(a)","4,00","26,00","0,02","226,00","3,32","45,00","333,00","334,00","0,12","4,56","35,57"
7100604,"Posta branca",2,"Cozido(a)","4,00","26,00","0,02","226,00","3,32","45,00","333,00","334,00","0,12","4,56","33,00"
7100604,"Posta branca",5,"Frito(a)","4,00","26,00","0,02","226,00","3,32","45,00","333,00","334,00","0,12","4,56","35,57"
7100604,"Posta branca",8,"Molho vermelho","5,80","24,00","0,04","186,00","2,86","140,80","333,00","333,40","0,12","3,69","26,44"
7100606,"Tatu (lagarto redondo)",2,"Cozido(a)","4,00","26,00","0,02","226,00","3,32","45,00","333,00","334,00","0,12","4,56","33,00"
7100606,"Tatu (lagarto redondo)",4,"Assado(a)","4,00","26,00","0,02","226,00","3,32","45,00","333,00","334,00","0,12","4,56","33,00"
7100606,"Tatu (lagarto redondo)",7,"Refogado(a)","4,00","26,00","0,02","226,00","3,32","45,00","333,00","334,00","0,12","4,56","35,57"
7100606,"Tatu (lagarto redondo)",99,"Não se aplica","4,00","26,00","0,02","226,00","3,32","45,00","333,00","334,00","0,12","4,56","33,00"
7100607,"Paulista",2,"Cozido(a)","4,00","26,00","0,02","226,00","3,32","45,00","333,00","334,00","0,12","4,56","33,00"
7100607,"Paulista",4,"Assado(a)","4,00","26,00","0,02","226,00","3,32","45,00","333,00","334,00","0,12","4,56","33,00"
7100608,"Lombo paulista (carne bovina)",2,"Cozido(a)","4,00","26,00","0,02","226,00","3,32","45,00","333,00","334,00","0,12","4,56","33,00"
7100608,"Lombo paulista (carne bovina)",4,"Assado(a)","4,00","26,00","0,02","226,00","3,32","45,00","333,00","334,00","0,12","4,56","33,00"
7100608,"Lombo paulista (carne bovina)",5,"Frito(a)","4,00","26,00","0,02","226,00","3,32","45,00","333,00","334,00","0,12","4,56","35,57"
7100608,"Lombo paulista (carne bovina)",13,"Ensopado","4,00","26,00","0,02","226,00","3,32","45,00","333,00","334,00","0,12","4,56","35,57"
7100702,"Posta vermelha",2,"Cozido(a)","4,00","26,00","0,02","226,00","3,32","45,00","333,00","334,00","0,12","4,56","33,00"
7100801,"Acém",2,"Cozido(a)","8,00","20,00","0,00","196,00","2,81","67,00","333,00","337,00","0,09","5,71","28,30"
7100801,"Acém",4,"Assado(a)","8,00","20,00","0,00","196,00","2,81","67,00","333,00","337,00","0,09","5,71","28,30"
7100801,"Acém",5,"Frito(a)","8,00","20,00","0,00","196,00","2,81","67,00","333,00","337,00","0,09","5,71","29,48"
7100801,"Acém",6,"Empanado(a)/à milanesa","8,67","20,98","0,03","200,80","3,02","67,09","333,00","341,76","0,10","5,74","30,98"
7100801,"Acém",7,"Refogado(a)","8,00","20,00","0,00","196,00","2,81","67,00","333,00","337,00","0,09","5,71","29,48"
7100801,"Acém",13,"Ensopado","8,00","20,00","0,00","196,00","2,81","67,00","333,00","337,00","0,09","5,71","29,48"
7100803,"Agulha (acém)",2,"Cozido(a)","8,00","20,00","0,00","196,00","2,81","67,00","333,00","337,00","0,09","5,71","28,30"
7100803,"Agulha (acém)",4,"Assado(a)","8,00","20,00","0,00","196,00","2,81","67,00","333,00","337,00","0,09","5,71","28,30"
7100803,"Agulha (acém)",5,"Frito(a)","8,00","20,00","0,00","196,00","2,81","67,00","333,00","337,00","0,09","5,71","29,48"
7100905,"Paleta ",2,"Cozido(a)","8,00","20,00","0,00","196,00","2,81","67,00","333,00","337,00","0,09","5,71","28,30"
7100905,"Paleta ",5,"Frito(a)","8,00","20,00","0,00","196,00","2,81","67,00","333,00","337,00","0,09","5,71","29,48"
7100905,"Paleta ",8,"Molho vermelho","9,00","19,20","0,02","162,00","2,45","158,40","333,00","335,80","0,10","4,61","22,68"
7100905,"Paleta ",13,"Ensopado","8,00","20,00","0,00","196,00","2,81","67,00","333,00","337,00","0,09","5,71","29,48"
7100908,"Pá com osso",2,"Cozido(a)","8,00","20,00","0,00","196,00","2,81","67,00","333,00","337,00","0,09","5,71","28,30"
7100908,"Pá com osso",3,"Grelhado(a)/brasa/churrasco","8,00","20,00","0,00","196,00","2,81","67,00","333,00","337,00","0,09","5,71","28,30"
7100908,"Pá com osso",4,"Assado(a)","8,00","20,00","0,00","196,00","2,81","67,00","333,00","337,00","0,09","5,71","28,30"
7101001,"Músculo bovino",2,"Cozido(a)","4,00","26,00","0,02","226,00","3,32","45,00","333,00","334,00","0,12","4,56","33,00"
7101001,"Músculo bovino",4,"Assado(a)","4,00","26,00","0,02","226,00","3,32","45,00","333,00","334,00","0,12","4,56","33,00"
7101001,"Músculo bovino",8,"Molho vermelho","5,80","24,00","0,04","186,00","2,86","140,80","333,00","333,40","0,12","3,69","26,44"
7101001,"Músculo bovino",13,"Ensopado","4,00","26,00","0,02","226,00","3,32","45,00","333,00","334,00","0,12","4,56","34,18"
7101001,"Músculo bovino",15,"Sopa","6,63","7,03","0,05","39,86","0,65","364,01","-","125,68","0,05","0,68","4,81"
7101006,"Chambaril",2,"Cozido(a)","8,00","20,00","0,00","196,00","2,81","67,00","333,00","337,00","0,09","5,71","28,30"
7101006,"Chambaril",4,"Assado(a)","8,00","20,00","0,00","196,00","2,81","67,00","333,00","337,00","0,09","5,71","28,30"
7101006,"Chambaril",7,"Refogado(a)","8,00","20,00","0,00","196,00","2,81","67,00","333,00","337,00","0,09","5,71","29,48"
7101009,"Carne marica bovina",2,"Cozido(a)","4,00","26,00","0,02","226,00","3,32","45,00","333,00","334,00","0,12","4,56","33,00"
7101009,"Carne marica bovina",5,"Frito(a)","4,00","26,00","0,02","226,00","3,32","45,00","333,00","334,00","0,12","4,56","34,18"
7101009,"Carne marica bovina",7,"Refogado(a)","4,00","26,00","0,02","226,00","3,32","45,00","333,00","334,00","0,12","4,56","34,18"
7101011,"Vazio (carne bovina)",2,"Cozido(a)","7,00","20,00","0,01","193,00","2,53","41,00","333,00","252,00","0,07","5,20","31,70"
7101011,"Vazio (carne bovina)",3,"Grelhado(a)/brasa/churrasco","7,00","20,00","0,01","193,00","2,53","41,00","333,00","252,00","0,07","5,20","31,70"
7101011,"Vazio (carne bovina)",5,"Frito(a)","7,00","20,00","0,01","193,00","2,53","41,00","333,00","252,00","0,07","5,20","32,88"
7101101,"Peito bovino",2,"Cozido(a)","7,00","20,00","0,01","193,00","2,53","41,00","333,00","252,00","0,07","5,20","31,70"
7101101,"Peito bovino",5,"Frito(a)","7,00","20,00","0,01","193,00","2,53","41,00","333,00","252,00","0,07","5,20","32,88"
7101202,"Fraldinha (capa de filé)",2,"Cozido(a)","4,00","26,00","0,02","226,00","3,32","45,00","333,00","334,00","0,12","4,56","33,00"
7101202,"Fraldinha (capa de filé)",3,"Grelhado(a)/brasa/churrasco","4,00","26,00","0,02","226,00","3,32","45,00","333,00","334,00","0,12","4,56","33,00"
7101202,"Fraldinha (capa de filé)",4,"Assado(a)","4,00","26,00","0,02","226,00","3,32","45,00","333,00","334,00","0,12","4,56","33,00"
7101202,"Fraldinha (capa de filé)",5,"Frito(a)","4,00","26,00","0,02","226,00","3,32","45,00","333,00","334,00","0,12","4,56","34,18"
7101203,"Aba de filé ",1,"Cru(a)","8,00","20,00","0,00","196,00","2,81","67,00","333,00","337,00","0,09","5,71","28,30"
7101203,"Aba de filé ",3,"Grelhado(a)/brasa/churrasco","8,00","20,00","0,00","196,00","2,81","67,00","333,00","337,00","0,09","5,71","28,30"
7101203,"Aba de filé ",5,"Frito(a)","8,00","20,00","0,00","196,00","2,81","67,00","333,00","337,00","0,09","5,71","29,48"
7101301,"Costela bovina",2,"Cozido(a)","11,00","20,00","0,01","176,00","2,35","64,00","333,00","302,00","0,08","5,40","22,40"
7101301,"Costela bovina",4,"Assado(a)","11,00","20,00","0,01","176,00","2,35","64,00","333,00","302,00","0,08","5,40","22,40"
7101301,"Costela bovina",7,"Refogado(a)","11,00","20,00","0,01","176,00","2,35","64,00","333,00","302,00","0,08","5,40","22,40"
7101301,"Costela bovina",13,"Ensopado","11,00","20,00","0,01","176,00","2,35","64,00","333,00","302,00","0,08","5,40","22,40"
7101704,"Jacaré (carne bovina de segunda c/ osso)",2,"Cozido(a)","11,00","20,00","0,01","176,00","2,35","64,00","333,00","302,00","0,08","5,40","22,40"
7101704,"Jacaré (carne bovina de segunda c/ osso)",4,"Assado(a)","11,00","20,00","0,01","176,00","2,35","64,00","333,00","302,00","0,08","5,40","22,40"
7101704,"Jacaré (carne bovina de segunda c/ osso)",5,"Frito(a)","11,00","20,00","0,01","176,00","2,35","64,00","333,00","302,00","0,08","5,40","22,40"
7101706,"Filé de segunda",3,"Grelhado(a)/brasa/churrasco","8,00","20,00","0,00","196,00","2,81","67,00","333,00","337,00","0,09","5,71","28,30"
7101706,"Filé de segunda",4,"Assado(a)","8,00","20,00","0,00","196,00","2,81","67,00","333,00","337,00","0,09","5,71","28,30"
7101706,"Filé de segunda",5,"Frito(a)","8,00","20,00","0,00","196,00","2,81","67,00","333,00","337,00","0,09","5,71","29,48"
7101706,"Filé de segunda",6,"Empanado(a)/à milanesa","8,67","20,98","0,03","200,80","3,02","67,09","333,00","341,76","0,10","5,74","30,98"
7101706,"Filé de segunda",10,"Ao alho e óleo","8,00","20,00","0,00","196,00","2,81","67,00","333,00","337,00","0,09","5,71","29,48"
7101801,"Víscera bovina ",2,"Cozido(a)","6,00","21,00","0,36","497,00","6,54","79,00","333,00","352,00","14,28","5,30","36,10"
7101801,"Víscera bovina ",5,"Frito(a)","6,00","21,00","0,36","497,00","6,54","79,00","333,00","352,00","14,28","5,30","37,28"
7101806,"Panelada (vísceras bovinas não especificadas)",2,"Cozido(a)","15,87","15,95","0,22","195,69","5,19","340,84","-","224,91","0,25","2,20","37,48"
7101806,"Panelada (vísceras bovinas não especificadas)",13,"Ensopado","15,87","15,95","0,22","195,69","5,19","340,84","-","224,91","0,25","2,20","37,48"
7101901,"Coração bovino",2,"Cozido(a)","5,00","21,00","0,03","254,00","6,38","59,00","333,00","219,00","0,56","2,87","38,90"
7101901,"Coração bovino",3,"Grelhado(a)/brasa/churrasco","5,00","21,00","0,03","254,00","6,38","59,00","333,00","219,00","0,56","2,87","38,90"
7101901,"Coração bovino",4,"Assado(a)","5,00","21,00","0,03","254,00","6,38","59,00","333,00","219,00","0,56","2,87","38,90"
7101901,"Coração bovino",5,"Frito(a)","5,00","21,00","0,03","254,00","6,38","59,00","333,00","219,00","0,56","2,87","40,08"
7102001,"Rim de boi ",2,"Cozido(a)","19,00","12,00","0,19","304,00","5,80","94,00","333,00","135,00","0,56","2,84","168,00"
7102102,"Bofe bovino",4,"Assado(a)","19,00","12,00","0,19","304,00","5,80","94,00","333,00","135,00","0,56","2,84","168,00"
7102102,"Bofe bovino",5,"Frito(a)","19,00","12,00","0,19","304,00","5,80","94,00","333,00","135,00","0,56","2,84","169,18"
7102102,"Bofe bovino",7,"Refogado(a)","19,00","12,00","0,19","304,00","5,80","94,00","333,00","135,00","0,56","2,84","169,18"
7102201,"Miolo de boi",2,"Cozido(a)","9,00","12,00","0,03","335,00","2,30","108,00","333,00","244,00","0,23","1,09","21,80"
7102401,"Tripa bovina",2,"Cozido(a)","81,00","15,00","0,10","66,00","0,66","68,00","333,00","42,00","-","1,71","11,80"
7102401,"Tripa bovina",3,"Grelhado(a)/brasa/churrasco","81,00","15,00","0,10","66,00","0,66","68,00","333,00","42,00","-","1,71","11,80"
7102401,"Tripa bovina",4,"Assado(a)","81,00","15,00","0,10","66,00","0,66","68,00","333,00","42,00","-","1,71","11,80"
7102401,"Tripa bovina",5,"Frito(a)","81,00","15,00","0,10","66,00","0,66","68,00","333,00","42,00","-","1,71","12,98"
7102402,"Dobradinha fresca",2,"Cozido(a)","81,00","15,00","0,10","66,00","0,66","68,00","333,00","42,00","-","1,71","11,80"
7102402,"Dobradinha fresca",4,"Assado(a)","81,00","15,00","0,10","66,00","0,66","68,00","333,00","42,00","-","1,71","11,80"
7102402,"Dobradinha fresca",8,"Molho vermelho","67,40","15,20","0,10","58,00","0,73","159,20","333,00","99,80","0,02","1,41","9,48"
7102402,"Dobradinha fresca",13,"Ensopado","81,00","15,00","0,10","66,00","0,66","68,00","333,00","42,00","-","1,71","12,98"
7102402,"Dobradinha fresca",99,"Não se aplica","81,00","15,00","0,10","66,00","0,66","68,00","333,00","42,00","-","1,71","11,80"
7102403,"Fato bovino",2,"Cozido(a)","81,00","15,00","0,10","66,00","0,66","68,00","333,00","42,00","-","1,71","11,80"
7102403,"Fato bovino",5,"Frito(a)","81,00","15,00","0,10","66,00","0,66","68,00","333,00","42,00","-","1,71","12,98"
7102404,"Fato caprino",2,"Cozido(a)","81,00","15,00","0,10","66,00","0,66","68,00","333,00","42,00","-","1,71","11,80"
7102501,"Fígado bovino",1,"Cru(a)","6,00","21,00","0,36","497,00","6,54","79,00","333,00","352,00","14,28","5,30","36,10"
7102501,"Fígado bovino",2,"Cozido(a)","6,00","21,00","0,36","497,00","6,54","79,00","333,00","352,00","14,28","5,30","36,10"
7102501,"Fígado bovino",3,"Grelhado(a)/brasa/churrasco","6,00","21,00","0,36","497,00","6,54","79,00","333,00","352,00","14,28","5,30","36,10"
7102501,"Fígado bovino",4,"Assado(a)","6,00","21,00","0,36","497,00","6,54","79,00","333,00","352,00","14,28","5,30","36,10"
7102501,"Fígado bovino",5,"Frito(a)","6,00","21,00","0,36","497,00","6,54","79,00","333,00","352,00","14,28","5,30","37,28"
7102501,"Fígado bovino",6,"Empanado(a)/à milanesa","6,67","21,98","0,39","501,80","6,75","79,09","333,00","356,76","14,29","5,33","38,78"
7102501,"Fígado bovino",7,"Refogado(a)","6,00","21,00","0,36","497,00","6,54","79,00","333,00","352,00","14,28","5,30","37,28"
7102501,"Fígado bovino",8,"Molho vermelho","7,40","20,00","0,31","402,80","5,44","168,00","333,00","347,80","11,45","4,28","28,92"
7102501,"Fígado bovino",10,"Ao alho e óleo","6,00","21,00","0,36","497,00","6,54","79,00","333,00","352,00","14,28","5,30","37,28"
7102501,"Fígado bovino",13,"Ensopado","6,00","21,00","0,36","497,00","6,54","79,00","333,00","352,00","14,28","5,30","37,28"
7102601,"Cupim",3,"Grelhado(a)/brasa/churrasco","7,62","18,21","-","212,27","2,70","71,59","333,00","321,07","0,08","5,29","-"
7102601,"Cupim",4,"Assado(a)","7,62","18,21","-","212,27","2,70","71,59","333,00","321,07","0,08","5,29","-"
7102601,"Cupim",5,"Frito(a)","7,17","17,11","-","199,53","2,54","67,29","333,00","301,81","0,08","4,97","2,74"
7102701,"Língua bovina",2,"Cozido(a)","5,00","15,00","0,02","145,00","2,61","65,00","333,00","184,00","0,15","4,09","13,20"
7102701,"Língua bovina",3,"Grelhado(a)/brasa/churrasco","5,00","15,00","0,02","145,00","2,61","65,00","333,00","184,00","0,15","4,09","13,20"
7102701,"Língua bovina",4,"Assado(a)","5,00","15,00","0,02","145,00","2,61","65,00","333,00","184,00","0,15","4,09","13,20"
7102701,"Língua bovina",5,"Frito(a)","5,00","15,00","0,02","145,00","2,61","65,00","333,00","184,00","0,15","4,09","14,38"
7102701,"Língua bovina",8,"Molho vermelho","6,60","15,20","0,04","121,20","2,29","156,80","333,00","213,40","0,14","3,31","10,60"
7102701,"Língua bovina",13,"Ensopado","5,00","15,00","0,02","145,00","2,61","65,00","333,00","184,00","0,15","4,09","14,38"
7102801,"Rabada de boi",99,"Não se aplica","11,21","20,01","0,01","176,00","2,35","396,67","333,00","302,07","0,08","5,40","22,40"
7103101,"Mocotó bovino",2,"Cozido(a)","6,00","24,00","0,01","222,00","1,00","50,00","333,00","363,00","0,01","2,83","43,20"
7103101,"Mocotó bovino",13,"Ensopado","6,00","24,00","0,01","222,00","1,00","50,00","333,00","363,00","0,01","2,83","43,20"
7103101,"Mocotó bovino",15,"Sopa","6,63","7,03","0,05","39,86","0,65","364,01","333,00","125,68","0,05","0,68","4,81"
7103101,"Mocotó bovino",99,"Não se aplica","6,00","24,00","0,01","222,00","1,00","50,00","333,00","363,00","0,01","2,83","43,20"
7103104,"Braço bovino",5,"Frito(a)","4,00","26,00","0,02","226,00","3,32","45,00","333,00","334,00","0,12","4,56","34,18"
7103105,"Mão bovina",2,"Cozido(a)","6,00","24,00","0,01","222,00","1,00","50,00","333,00","363,00","0,01","2,83","43,20"
7103301,"Carré ",2,"Cozido(a)","47,00","24,00","0,01","261,00","1,85","93,00","333,00","320,00","0,14","4,60","37,40"
7103301,"Carré ",3,"Grelhado(a)/brasa/churrasco","47,00","24,00","0,01","261,00","1,85","93,00","333,00","320,00","0,14","4,60","37,40"
7103301,"Carré ",4,"Assado(a)","47,00","24,00","0,01","261,00","1,85","93,00","333,00","320,00","0,14","4,60","37,40"
7103301,"Carré ",5,"Frito(a)","47,00","24,00","0,01","261,00","1,85","93,00","333,00","320,00","0,14","4,60","37,40"
7103305,"Bisteca suína",2,"Cozido(a)","47,00","24,00","0,01","261,00","1,85","93,00","333,00","320,00","0,14","4,60","37,40"
7103305,"Bisteca suína",3,"Grelhado(a)/brasa/churrasco","47,00","24,00","0,01","261,00","1,85","93,00","333,00","320,00","0,14","4,60","37,40"
7103305,"Bisteca suína",4,"Assado(a)","47,00","24,00","0,01","261,00","1,85","93,00","333,00","320,00","0,14","4,60","37,40"
7103305,"Bisteca suína",5,"Frito(a)","47,00","24,00","0,01","261,00","1,85","93,00","333,00","320,00","0,14","4,60","37,40"
7103305,"Bisteca suína",6,"Empanado(a)/à milanesa","47,00","24,00","0,01","261,00","1,85","93,00","333,00","320,00","0,14","4,60","37,40"
7103305,"Bisteca suína",7,"Refogado(a)","47,00","24,00","0,01","261,00","1,85","93,00","333,00","320,00","0,14","4,60","37,40"
7103305,"Bisteca suína",99,"Não se aplica","47,00","24,00","0,01","261,00","1,85","93,00","333,00","320,00","0,14","4,60","37,40"
7103401,"Pernil suíno",2,"Cozido(a)","15,00","22,00","0,03","257,00","0,98","59,00","166,00","338,00","0,10","3,06","43,30"
7103401,"Pernil suíno",4,"Assado(a)","15,00","22,00","0,03","257,00","0,98","59,00","166,00","338,00","0,10","3,06","43,30"
7103401,"Pernil suíno",5,"Frito(a)","15,00","22,00","0,03","257,00","0,98","59,00","166,00","338,00","0,10","3,06","45,87"
7103401,"Pernil suíno",7,"Refogado(a)","15,00","22,00","0,03","257,00","0,98","59,00","166,00","338,00","0,10","3,06","45,87"
7103403,"Quarto suíno",2,"Cozido(a)","15,00","22,00","0,03","257,00","0,98","59,00","166,00","338,00","0,10","3,06","43,30"
7103501,"Costela suína",1,"Cru(a)","47,00","24,00","0,01","261,00","1,85","93,00","333,00","320,00","0,14","4,60","37,40"
7103501,"Costela suína",2,"Cozido(a)","47,00","24,00","0,01","261,00","1,85","93,00","333,00","320,00","0,14","4,60","37,40"
7103501,"Costela suína",3,"Grelhado(a)/brasa/churrasco","47,00","24,00","0,01","261,00","1,85","93,00","333,00","320,00","0,14","4,60","37,40"
7103501,"Costela suína",4,"Assado(a)","47,00","24,00","0,01","261,00","1,85","93,00","333,00","320,00","0,14","4,60","37,40"
7103501,"Costela suína",5,"Frito(a)","47,00","24,00","0,01","261,00","1,85","93,00","333,00","320,00","0,14","4,60","37,40"
7103501,"Costela suína",7,"Refogado(a)","47,00","24,00","0,01","261,00","1,85","93,00","333,00","320,00","0,14","4,60","37,40"
7103501,"Costela suína",8,"Molho vermelho","40,20","22,40","0,03","214,00","1,68","179,20","333,00","322,20","0,14","3,72","29,96"
7103501,"Costela suína",13,"Ensopado","47,00","24,00","0,01","261,00","1,85","93,00","333,00","320,00","0,14","4,60","37,40"
